total_actors,total_developers,n_ppe,n_rental,n_free,avg_monthly_users,median_monthly_users,avg_runs_30d,median_runs_30d,avg_rating,avg_bookmarks,avg_builds,avg_reviews,n_agentic,n_non_agentic,pct_agentic
67609,5789,57032.0,5364.0,5213.0,12.19,1.0,3340.71,29.0,0.509,1.87,17.19,0.45,50917,2585,95.2
