pscore,eligible,matched
0.9049236622875523,0,1
0.9840398453122308,1,0
0.9623550039660548,1,0
0.9653197802966035,1,0
0.9895777855089091,1,0
0.9714038876477463,1,0
0.9541500205619239,1,0
0.9039423627206907,1,0
0.9760883223770715,1,0
0.9889100039087321,1,0
0.9971631955584799,1,0
0.9293381868146483,1,0
0.9513238823011649,1,0
0.9833897761087008,1,0
0.9353434273274758,1,0
0.9587177944865599,1,0
0.9445568422083143,1,0
0.9797220998790005,1,0
0.9723892398200161,0,1
0.893397546355902,1,0
0.9692922879182387,1,0
0.978774126243744,1,0
0.9943038615944558,1,0
0.8838088338202061,1,0
0.9791613647155373,1,0
0.9038301508520142,0,1
0.9867693487742023,1,0
0.9912291848539848,1,0
0.9849968230932156,1,0
0.99125816653512,1,0
0.999268346021979,1,0
0.9854130400479412,1,0
0.7854785757316715,0,1
0.9910225442073511,1,0
0.9982967115689542,1,0
0.9719849246045025,1,0
0.9824476512892569,1,0
0.9960303731687066,1,0
0.9341183261345424,1,0
0.9810963053302286,1,0
0.9384856384682924,1,0
0.9441856209443864,1,0
0.8982499048203415,1,1
0.9052733405786548,1,0
0.8560369756257731,0,1
0.9726365961876048,1,0
0.906866416008226,1,0
0.928085791309973,1,0
0.9946839945515163,1,0
0.9801044756624561,1,0
0.9421360049462422,1,0
0.9774987095361802,1,0
0.9980470072026276,1,0
0.9631076340411144,1,0
0.934256981920517,1,0
0.9718425749118479,1,0
0.8878851419604838,1,0
0.9600994288389781,1,0
0.9499385727418572,1,0
0.9174989750870491,1,0
0.9743429393159686,1,0
0.9937740703243421,1,0
0.9212820176568951,0,1
0.9632985286053115,1,0
0.9824301551733917,1,0
0.9571459561603,1,0
0.9804039487681324,1,0
0.9837496247900896,1,0
0.9820080845523901,1,0
0.9843357042300771,1,0
0.9584395317150936,1,0
0.9566044987159781,1,0
0.9946641350805594,1,0
0.9908837444064356,1,0
0.9567106359966417,1,0
0.8745788145899942,0,1
0.985452155869121,1,0
0.8266216827700003,1,0
0.7767799815285338,1,0
0.9588085116776949,1,0
0.9189559113553121,1,0
0.9639944424175159,1,0
0.9835577801109454,1,0
0.9071988061143884,1,0
0.9913863911308686,1,0
0.9773560930555378,1,0
0.8891884373775213,1,0
0.9775867040180153,1,0
0.9402122408547647,0,1
0.9557220165860904,1,0
0.9327260644656279,1,0
0.9138066904630257,1,0
0.893784710896817,1,0
0.8374607426014743,1,0
0.8531760862588643,1,0
0.9580013181493184,1,0
0.9389324696941167,1,0
0.9526093414677432,1,0
0.8747702172748109,1,0
0.8531065976556301,1,0
0.9878861722723434,1,0
0.544156150233838,1,0
0.9950294660269051,1,0
0.9846015324785191,1,0
0.9673944740811337,1,0
0.9651000246095679,1,1
0.9953230398932321,1,0
0.9854793439148961,1,0
0.9722612278954862,1,0
0.9873002063375651,1,0
0.9977828988965283,1,0
0.990962812190651,1,0
0.837707735529998,1,0
0.9804528398314123,1,0
0.9791627502220385,1,0
0.9521451695211047,1,0
0.9956662478866158,1,0
0.994926496455009,1,0
0.9841942064599838,1,0
0.9623271093748512,1,0
0.9507868035796331,1,0
0.8742819875785769,1,0
0.8693352844730534,1,0
0.9676317557654242,1,0
0.9944199146228773,1,0
0.9282894024326532,1,0
0.9838252739826632,1,0
0.9493260529809369,1,0
0.9678412719729177,1,0
0.9003739913227504,1,0
0.9919891371250922,1,0
0.9937097825574053,1,0
0.9045874658130195,1,0
0.9858588608321852,1,0
0.986793572977401,1,0
0.9764579243194534,1,0
0.9831223801926339,1,0
0.7900162347004075,1,0
0.9278540918814052,1,1
0.9771456829109834,1,0
0.9892681720748642,1,0
0.9897016204223011,1,0
0.9600803480446883,1,0
0.9118245856676815,1,0
0.9632170615347148,1,0
0.9224108491171216,1,0
0.9819595540295648,1,0
0.963412498847606,1,0
0.9542579244144139,1,1
0.983620736408871,1,0
0.988151066478674,1,0
0.9915122815071795,1,0
0.9927385778721488,1,0
0.9786893471048143,1,0
0.9221440118954745,1,0
0.9844983977406372,1,0
0.9537801939250334,0,1
0.9938896207643133,1,0
0.9367076866626677,1,0
0.9811333021852272,1,0
0.9774273008209933,1,0
0.9733838490001633,1,0
0.9964715678509335,1,0
0.852188523474832,1,1
0.905514336300121,1,0
0.9773005262981221,1,0
0.9870527487378115,1,0
0.8544325420584774,0,1
0.9904792429639862,1,0
0.7398768492336163,0,1
0.9076235696226785,1,0
0.9873757255646186,1,0
0.8898500807930134,1,0
0.931918154561318,1,0
0.9011452132691371,1,0
0.9731997976536682,1,0
0.9951424541950713,1,0
0.9603880753515783,1,0
0.9563076598342437,1,0
0.99534125873877,1,0
0.922466585990033,1,0
0.992390714922371,1,0
0.9301954600808029,1,1
0.9507415594347923,1,1
0.95223800718588,1,0
0.9949632499061745,1,0
0.9574563188153824,1,0
0.9525024992684503,0,1
0.9710718876427736,1,0
0.9813120225138016,1,0
0.5096642625392137,0,1
0.9474207629875696,0,1
0.986477518652041,1,0
0.9922685592412799,1,0
0.9823802710044913,1,0
0.9959724724846156,1,0
0.9776780884095443,1,0
0.9667449276439508,1,0
0.9943294901027607,1,0
0.9948740519530628,1,0
0.9513363710792672,1,0
0.9539681244427145,1,0
0.983223266185168,1,0
0.9751288725821886,1,0
0.9324702488343957,1,0
0.9438590448010044,1,0
0.9560628948276416,1,0
0.8376430630824865,0,1
0.9708251058113911,1,0
0.9932285118240246,1,0
0.7449317446844792,1,1
0.9657919227485438,1,0
0.9862097401663529,1,0
0.9829210707480157,0,1
0.9741569506678192,1,0
0.9116382004326538,1,0
0.9032135404651859,1,0
0.9914919780604827,1,0
0.9967220821284759,1,0
0.9781676129754249,1,0
0.9496551728534931,1,1
0.9874172346899343,1,0
0.9913433126918387,1,1
0.9638976589846868,1,0
0.9957329645271101,1,0
0.9859559065764674,1,0
0.9927431340936996,1,0
0.9076780013332243,0,1
0.9173567364045901,1,0
0.9360830947202355,1,0
0.9540471464983489,1,0
0.9845442657178498,1,0
0.8931386933177048,1,0
0.9762502138674116,1,0
0.9387518932010623,1,0
0.902210824989541,1,0
0.9871341230526424,1,0
0.9868982597035125,1,0
0.9713493440655615,1,0
0.9416079819349981,1,0
0.9672408105289999,1,0
0.9162740264624152,1,0
0.9351058292430711,1,0
0.9887900532150025,1,0
0.9946710602153044,1,0
0.9719110176094307,1,0
0.8771150934982896,1,0
0.9863564363174484,1,0
0.9816682248859981,1,0
0.9933834476574591,1,0
0.9475970638900104,1,0
0.9887545785209292,1,0
0.993256608509063,1,0
0.9690937013709666,1,0
0.9948757917882315,1,0
0.9517443369329799,1,0
0.9771355129026643,1,0
0.9756730274965975,1,0
0.8764420563403349,1,0
0.994335540392086,1,0
0.9278301816002692,1,0
0.9854416867180923,1,0
0.9485200022236295,1,0
0.988617237894027,1,0
0.9710798348288572,1,0
0.9868503490255367,1,0
0.9671946537072178,1,0
0.874007131015567,1,1
0.9857338353992977,1,0
0.9657092980202089,1,0
0.9339725591199328,1,0
0.9895341376957736,1,0
0.9946099089913543,1,0
0.9769802688703593,1,0
0.9963393315298735,1,0
0.979891609284565,1,0
0.9853412388302887,1,0
0.9977925369500892,1,0
0.8526581319114068,0,1
0.9948515209163361,1,0
0.9754775190383155,1,0
0.9649341778145181,1,0
0.9696756610460268,1,0
0.9445664911131036,1,0
0.9935924725332146,1,0
0.9606086426324097,1,0
0.97815401806467,1,0
0.9349432550963913,1,0
0.8928624667304906,1,1
0.965932622031926,1,0
0.8523189279064192,1,1
0.9830293618048676,1,0
0.9869959069184295,1,0
0.9921102097486838,1,0
0.9375501149237812,1,0
0.681681586052344,0,1
0.83918776269775,1,0
0.934834750381762,1,0
