username,portfolio_size,agentic_share,avg_mu,avg_builds
northglasslabs,8,0.875,1.5,15.0
northlab,2,1.0,1.0,14.5
northwestsouth,6,1.0,1.1666666666666667,3.6666666666666665
nosytlabs,9,0.778,1.0,17.88888888888889
notdemna,2,1.0,0.5,20.0
nottooshabby,2,0.0,0.5,3.5
novus,3,0.0,1.0,59.666666666666664
obliteral_minnow,4,0.0,2.25,5.5
obsequious_doughnut,2,0.0,1.0,10.0
olican,6,0.0,1.0,7.666666666666667
omao,33,1.0,1.0909090909090908,4.212121212121212
pago,2,0.0,1.0,16.0
parse-point,75,0.0,1.0133333333333334,5.226666666666667
patrickvicente,2,0.0,2.5,60.0
paulwrsc,2,1.0,0.0,1.0
perconey,10,1.0,0.9,2.3
phazonoverload,6,0.0,1.0,12.333333333333334
pillowy_travel,5,0.0,0.6,3.0
piquno,13,1.0,0.6923076923076923,4.769230769230769
pom_poms,4,0.0,0.25,1.25
porcelain_vista,2,0.0,1.0,5.5
pornvidsdownload,38,0.0,0.6052631578947368,2.473684210526316
primesieve,17,0.588,0.9411764705882353,3.764705882352941
prizable_aster,5,0.8,1.0,3.6
prosper_miller,2,1.0,0.5,6.5
proweblook,3,1.0,1.0,4.666666666666667
publicdata,9,1.0,1.0,5.222222222222222
purple_beep_boop,2,1.0,9.5,27.5
q_services,87,0.678,0.7471264367816092,1.3793103448275863
quarry,5,1.0,0.2,6.0
quiescent_zebrafish,10,0.0,0.0,2.4
quine,5,0.0,0.2,9.2
rainminer,152,0.862,1.506578947368421,5.381578947368421
raizen,2,0.0,3.5,14.5
randominique,3,0.0,0.6666666666666666,28.666666666666668
rankfabrik,3,1.0,1.0,7.666666666666667
red.cars,60,0.033,0.95,43.78333333333333
reinventingai,3,0.333,3.3333333333333335,6.666666666666667
reverend_bluebell,5,1.0,1.0,8.2
reviewbot,5,1.0,0.6,15.0
ricardourtubey,2,0.5,1.0,2.0
ritaya,4,1.0,0.75,3.25
rl1987,102,0.02,1.5196078431372548,9.5
robertoleon57,2,1.0,1.0,5.5
rodimuxai,4,1.0,1.0,7.0
s0rgcl,2,0.0,1.0,2.5
sadzinn,2,1.0,3.0,4.0
saint_person,20,0.8,0.8,4.2
saleleads.ai,4,0.0,0.5,4.5
salomon.labs,5,1.0,0.4,5.4
sameh.jarour,4,0.25,0.5,10.0
samqp,2,1.0,2.0,3.0
santhej,50,0.98,7.58,3.34
saswave,204,0.725,3.4607843137254903,14.686274509803921
scrape-lads,8,0.875,1.25,8.875
scrapebench,38,1.0,0.631578947368421,12.105263157894736
scrapingxpert,9,0.222,3.6666666666666665,84.66666666666667
scraplib,4,0.0,2.5,3.0
scrapyspider,35,0.029,4.114285714285714,8.914285714285715
scrapyx,32,1.0,0.96875,2.6875
scriptbase,24,0.042,5.25,8.583333333333334
seo-scraper,3,0.667,5.333333333333333,7.0
serhattsnmz,2,0.0,1.5,16.0
shareze001,49,0.041,0.8979591836734694,19.979591836734695
shashghosh,10,0.9,0.9,20.0
shiokoshi356,10,1.0,0.4,1.6
shoya,2,1.0,1.5,14.0
signalflow_studio,3,1.0,0.6666666666666666,8.0
signalfoundry,4,0.25,0.25,17.0
silentflow,121,0.612,5.099173553719008,22.43801652892562
skython,34,0.971,4.9411764705882355,32.23529411764706
socialdatax,11,1.0,19.363636363636363,15.363636363636363
solidscrape,11,1.0,3.0,4.818181818181818
spectre_scrape,8,0.875,4.375,17.0
springboltx,8,1.0,1.875,32.375
ssyoutube,2,0.0,0.5,1.0
stevennguyen,3,1.0,1.0,4.333333333333333
straightforward_hydra,105,0.99,1.1047619047619048,3.361904761904762
streamers,5,1.0,3200.0,1008.8
sturdydata,5,1.0,1.0,1.0
subimpact,12,0.167,2.4166666666666665,9.333333333333334
sunny_eternity,5,1.0,4.0,19.8
supreme_coder,13,1.0,213.76923076923077,20.076923076923077
sweet_rebel,9,1.0,1.0,18.444444444444443
sylvainrt,3,0.0,0.6666666666666666,2.6666666666666665
sync-network,27,0.963,3.5925925925925926,14.555555555555555
tailsgate,2,0.0,4.5,2.0
taroyamada,159,0.994,0.8364779874213837,13.30188679245283
teodor_banea,5,0.2,3.0,2.4
therealmsc,2,0.0,0.0,18.5
thibault,2,0.0,0.5,10.5
to_kosmi,2,0.0,1.0,1.5
tom2turnt,3,0.0,0.3333333333333333,3.6666666666666665
tom_the_builder,4,0.75,1.0,4.25
tomato_cart,5,0.4,1.0,31.6
toolstem,2,0.5,0.0,54.0
toumi.oussema.re,10,1.0,1.0,4.1
true.false.maybe,3,0.667,0.3333333333333333,43.333333333333336
tufantoksoz,6,0.333,0.6666666666666666,11.833333333333334
tugelbay,24,1.0,4.958333333333333,31.875
tuningsearch,2,0.0,1.5,5.5
uduzgun,5,0.0,0.8,4.8
ukashamart,3,0.667,1.0,1.3333333333333333
unlimiteddots,3,0.0,0.6666666666666666,13.0
unrivaled_fortress,32,1.0,1.5625,5.6875
us0r,4,1.0,1.0,3.75
vagadro,3,0.333,0.3333333333333333,19.0
vanity_arias,4,0.5,0.75,4.25
vigilant_jasmine,41,0.0,0.9512195121951219,1.3902439024390243
visita,31,0.968,1.7419354838709677,51.41935483870968
vivar_bolivar,2,1.0,0.5,3.5
vojtam,2,0.0,0.5,7.0
webdata_labs,75,1.0,2.56,7.373333333333333
websift,18,0.5,14.055555555555555,80.11111111111111
xhimatty,3,1.0,1.0,7.333333333333333
xquantify,2,0.0,0.5,10.5
yagamiyedan,9,0.0,0.0,2.0
yeekal,3,0.333,0.0,23.666666666666668
yumitori,6,0.667,60.833333333333336,64.83333333333333
zillowscraper,12,0.0,0.4166666666666667,1.8333333333333333
zuzka,14,0.143,0.21428571428571427,19.214285714285715
scraper-mind,192,0.0,3.703125,11.171875
scraper_guru,28,0.786,1.1428571428571428,7.785714285714286
scraperlink,2,1.0,740.5,81.5
scraping_samurai,3,0.0,0.3333333333333333,11.666666666666666
scraping_scrap,4,0.75,1.0,13.0
abdeljalil_bensoudane,3,0.0,2.0,10.0
accountable_eel,11,1.0,0.5454545454545454,6.818181818181818
accurate_pouch,17,1.0,0.7647058823529411,14.294117647058824
achieved_emancipation,6,1.0,0.5,3.5
achmadanam,2,0.5,0.5,18.0
actablesite,3,0.0,0.6666666666666666,5.333333333333333
actor4you,2,0.0,0.5,5.0
actor_researcher.48,6,1.0,0.5,4.333333333333333
actorfordge,2,0.5,0.5,4.5
actorzlab,4,1.0,4.0,3.5
adept-training-center,11,0.909,0.8181818181818182,1.1818181818181819
adored_ybounden,2,1.0,0.0,45.0
agentictools,27,0.963,1.0740740740740742,1.4814814814814814
agentworkflowlab,2,0.5,0.5,8.5
agentx,77,1.0,10.935064935064934,174.23376623376623
agoradelmediterraneo,12,1.0,0.9166666666666666,4.416666666666667
airy_mockup,3,1.0,0.6666666666666666,9.0
alijosecruz,2,1.0,0.5,22.0
alleserojje,5,1.0,1.0,2.8
aluminum_jam,8,1.0,1.625,8.0
aman_sng,2,1.0,0.5,7.0
amanatools,9,1.0,1.8888888888888888,4.444444444444445
amaranth_nylon,5,0.0,0.4,6.6
amrameng,9,0.889,2.2222222222222223,8.777777777777779
analytical_gratefulness,3,0.0,0.3333333333333333,6.333333333333333
antonio_espresso,6,0.0,0.3333333333333333,15.333333333333334
anyscrap,4,0.0,1.5,2.25
anyxsolutions,16,0.75,1.5,5.125
apt_marble,111,1.0,4.225225225225225,4.099099099099099
arjunannamalai,6,0.833,1.3333333333333333,1.6666666666666667
arlusm,6,0.0,1.0,24.666666666666668
arpitgandhi1934,10,0.9,0.5,11.3
artificially,11,1.0,4.363636363636363,8.545454545454545
assertive_laureate,2,0.0,1.0,5.0
augeas,3,0.0,14.666666666666666,85.0
automateitplease,2,0.0,4.5,4.5
automation_craft,11,1.0,1.6363636363636365,4.818181818181818
autonomous_pennywhistle,2,0.0,1.0,2.5
autosoldier,3,0.667,1.3333333333333333,41.0
b2b_lead_generation,24,1.0,1.6666666666666667,7.666666666666667
badruddeen,23,0.87,1.391304347826087,134.69565217391303
bebich,3,0.0,1.6666666666666667,23.0
benjarapi,7,1.0,14.428571428571429,8.285714285714286
bhansalisoft,118,0.161,2.169491525423729,41.73728813559322
big-brain.io,3,0.0,0.0,88.33333333333333
blagoysimandoff,3,1.0,1.3333333333333333,25.666666666666668
blaspat,4,0.0,0.75,7.25
bleffoo,5,0.4,0.2,16.8
blooming_gator,7,1.0,1.0,1.5714285714285714
blueberry_delicacy,4,0.0,0.5,2.25
bluewither,2,1.0,1.0,1.5
bnb_automation,5,1.0,0.0,2.0
boneswill,4,0.25,49.5,54.25
boring_internet_explorer,21,1.0,0.8571428571428571,4.095238095238095
braveleads,6,1.0,96.33333333333333,21.0
brilliant_gum,64,0.172,8.6875,23.0
buseta,20,0.8,3.15,25.65
caa_software,5,0.2,2.8,17.4
calm_builder,21,1.0,7.904761904761905,9.142857142857142
calm_necessity,14,0.929,0.5714285714285714,7.5
caring_dizi,3,1.0,1.0,101.66666666666667
carmine_tennis,3,1.0,1.0,3.6666666666666665
charlestechy,2,1.0,2.5,50.5
chartedsea,3,1.0,8.333333333333334,51.333333333333336
chiaosone,2,1.0,1.0,9.5
civicdataworks,31,1.0,1.032258064516129,4.516129032258065
clappi,15,1.0,42.333333333333336,11.266666666666667
claude_code_reviewer,38,1.0,1.4736842105263157,3.9210526315789473
code-node-tools,19,0.737,10.947368421052632,11.842105263157896
coder_luuffy,2,1.0,3.5,6.5
conceivable_extension,15,1.0,0.6,4.666666666666667
confidential_gnat,12,0.5,1.0833333333333333,2.4166666666666665
conscious_gecko,4,0.0,1.0,4.75
conserving_mastodon,15,1.0,1.0,1.4666666666666666
contextquarry,2,1.0,0.5,3.5
coolinbex,3,0.0,0.6666666666666666,2.6666666666666665
cosmic_country,3,1.0,0.0,12.0
crawland,3,0.0,0.3333333333333333,2.3333333333333335
crowdpull,17,0.176,11.470588235294118,15.352941176470589
crypto-scraper,5,0.4,5.8,47.2
curious_coder,44,0.455,449.22727272727275,77.02272727272727
cyber_orbit,2,0.5,0.0,9.5
cynix_dev,22,1.0,0.9545454545454546,14.090909090909092
dadaodb,3,0.0,1.0,14.666666666666666
data_drifter,5,1.0,0.2,3.2
databro,2,0.0,2.0,17.5
datacach,65,0.923,6.0,4.138461538461539
dataharvest,32,0.0,1.6875,1.90625
datasaurus,26,0.423,1.8461538461538463,20.76923076923077
datastorm,3,0.0,1.0,16.333333333333332
davidbenittah,31,0.903,0.9354838709677419,4.870967741935484
dead00,32,0.344,6.0,15.5625
decorative_chimta,2,0.0,1.0,9.0
dekaz,3,0.333,0.3333333333333333,5.666666666666667
devlory,3,1.0,0.0,38.666666666666664
devscrapper,3,0.0,63.666666666666664,33.0
dhruboai,2,0.5,0.0,9.5
dineshwadhwani,5,0.8,3.8,19.8
doesaiknow,24,0.958,8.5,14.083333333333334
doggo,6,1.0,8.5,30.333333333333332
doliz,2,1.0,54.5,57.0
donjuan_mime,10,0.2,2.8,12.0
dr.ollie,4,0.0,0.5,37.0
dr1ms,6,0.333,2.0,8.166666666666666
dromb,68,0.235,1.5,18.558823529411764
dudumoussa,2,0.5,1.0,8.5
duu261,3,0.0,1.0,2.3333333333333335
e-commerce,33,0.727,6.303030303030303,24.939393939393938
easyparser,8,0.625,3.125,7.75
ellustar,3,0.0,0.3333333333333333,2.0
emastra,11,1.0,12.0,11.454545454545455
endspec,19,1.0,5.157894736842105,5.947368421052632
enezli,30,1.0,0.6,3.3333333333333335
epctex,84,0.095,12.583333333333334,1257.8095238095239
equidem,3,0.0,1.3333333333333333,22.0
eshaam,8,0.0,0.5,6.625
eszetael_lab,6,1.0,1.8333333333333333,17.0
eternal_bucket,2,0.0,0.0,26.5
eunit,22,0.091,5.409090909090909,24.90909090909091
event-data-api,5,0.0,1.4,20.6
expanditumarca,5,1.0,5.6,45.4
exporter24,8,1.0,39.0,9.25
felt,9,1.0,3.111111111111111,5.222222222222222
fetchfinch,16,0.813,1.125,5.125
fetchwerk,4,1.0,1.0,3.25
flamboyant_leaf,7,0.0,0.8571428571428571,16.285714285714285
flintglade,25,0.16,1.0,2.8
fractalai,2,0.5,3.0,72.0
frank_conifer_af4,10,1.0,1.0,1.0
freecamp008,27,0.778,2.185185185185185,1.8888888888888888
fuchsblau,2,0.0,3.0,39.5
funny_electrician,25,1.0,0.96,2.12
funny_ground,17,0.0,1.0,12.882352941176471
funnyvalentine69,6,0.0,0.16666666666666666,4.0
geniuslead,3,0.0,2.3333333333333335,5.666666666666667
gganbukim,14,1.0,1.0714285714285714,13.714285714285714
gmtr,4,1.0,1.0,3.0
godberry,5,0.8,3.2,11.2
gomaps.pro,2,0.0,1.0,20.5
gomorrhadev,2,0.5,4.0,26.0
gravityzer0,2,0.0,2.0,3.5
grizzlygriff,2,1.0,6.0,58.5
groupbwt,2,0.5,0.5,6.5
guacamaya,2,0.0,0.5,5.0
halcyon_twine,3,1.0,0.6666666666666666,4.0
hanamira,11,1.0,1.4545454545454546,5.454545454545454
harvestlab,13,1.0,15.384615384615385,70.23076923076923
headlessagent,19,0.474,5.105263157894737,3.1052631578947367
hedelka,2,1.0,1.0,16.5
heenalr,2,1.0,0.5,3.0
hero98,2,0.0,0.5,7.0
hi_world,4,0.75,1.25,46.0
hirebase,10,1.0,6.5,5.2
hushvert,7,1.0,1.0,3.4285714285714284
ijaytelgote,2,0.0,1.0,14.5
inatanli,3,0.333,8.0,9.666666666666666
inexhaustible_glass,53,0.925,4.452830188679245,9.075471698113208
insta_scrapper,2,1.0,9.5,7.0
intelecta,5,0.0,2.2,9.0
interfaze,4,0.0,0.75,2.75
ironjellyfish,2,0.0,1.0,3.0
ivanvs,39,0.872,11.384615384615385,23.666666666666668
jamesrez,5,1.0,0.6,1.2
jannovotny,2,0.0,1.0,73.5
janseling,2,1.0,1.0,4.0
jindrich.bar,16,0.813,4.375,7.9375
jocadev,4,0.75,1.25,9.25
johnatan029,15,0.933,2.6666666666666665,11.133333333333333
josefbednar,3,1.0,1.3333333333333333,3.3333333333333335
joseolmedosotoaguirre,8,0.0,1.0,9.375
jungle_thunder,6,0.833,3.1666666666666665,7.5
k1ra,9,0.889,28.555555555555557,13.222222222222221
kada,3,1.0,1.0,10.666666666666666
kamerozkan,29,0.966,0.9655172413793104,16.82758620689655
kasidesk,3,1.0,0.6666666666666666,4.333333333333333
kayhermes,59,1.0,1.0169491525423728,3.5762711864406778
kaz_kakyo,19,1.0,6.0,14.052631578947368
kind_cordial,3,0.0,0.3333333333333333,46.333333333333336
kitschy_marigold,4,0.0,1.0,7.75
kittenish_brill,3,0.0,1.0,7.333333333333333
kjjkjjzyayufqza,2,0.0,0.5,5.0
korado_labs,9,1.0,0.8888888888888888,6.333333333333333
koreadatalab,2,0.0,1.0,1.5
kylianmbap,5,0.0,0.2,1.0
kyo_kou,2,1.0,0.5,14.5
lagic,3,1.0,10.0,111.33333333333333
lanky_quantifier,13,1.0,2.4615384615384617,9.461538461538462
lazpee.com,2,0.0,0.0,206.5
lazyscraper,5,0.4,13.4,45.6
lead_king,4,1.0,26.0,5.5
leadzen,5,0.0,4.0,4.8
leafy-dev-jr,10,0.4,2.2,18.5
leohryndev,5,1.0,0.8,6.8
leonguyen2808,4,1.0,1.0,8.25
lexonia,2,0.5,1.0,56.5
lhotanok,2,0.0,0.0,63.0
lighthouse_keeper,2,1.0,0.5,10.5
lightkong,9,1.0,3.0,17.333333333333332
linen_snack,14,0.214,7.785714285714286,17.285714285714285
listingdetective,2,0.0,1.0,10.5
liveclaude,7,1.0,1.7142857142857142,19.857142857142858
logical_vivacity,9,0.889,8.444444444444445,6.222222222222222
lonely_m,10,0.0,0.8,3.9
longanimous_bracken,30,0.9,0.7666666666666667,14.633333333333333
lovely_radiologist,10,0.9,0.8,12.4
lovely_sequoia,4,0.25,1.5,14.75
luckborn,3,0.0,1.3333333333333333,5.0
lukas-ebner,4,1.0,1.0,4.25
lurkapi,55,0.909,19.454545454545453,21.636363636363637
luzodi,3,0.0,0.3333333333333333,19.666666666666668
mabdulmoghni,2,0.0,1.0,19.5
macrocosmos,2,1.0,51.5,14.0
madoka_trendpulse,2,0.5,1.0,3.0
magicfingers,24,0.0,7.958333333333333,4.541666666666667
mamies,6,1.0,2.6666666666666665,10.666666666666666
mangudai,54,0.926,0.9814814814814815,1.537037037037037
manju4k,5,0.0,1.8,5.6
marceli,2,0.0,1.0,54.0
marsultor,2,0.0,6.0,10.0
martc03,27,0.519,1.1851851851851851,5.888888888888889
martellosystems,3,1.0,1.0,4.333333333333333
marvelous_lute,4,0.25,0.5,12.0
mellowed_headpiece,3,0.0,0.6666666666666666,15.666666666666666
menus-r-us,3,1.0,5.666666666666667,19.666666666666668
metaretica-owner,2,1.0,1.5,5.5
miccho27,17,0.882,3.176470588235294,7.647058823529412
michael_bloom10x,2,1.0,1.0,8.0
microtrica,3,0.0,0.3333333333333333,22.666666666666668
microworlds,4,0.75,334.0,120.25
mikechiou,6,1.0,1.0,2.1666666666666665
mikhail_k,3,1.0,1.0,11.333333333333334
minion_hub,2,0.0,0.0,13.0
misterkev,2,0.0,0.5,8.5
moganes,6,0.833,1.0,3.1666666666666665
mohamedgb00714,14,0.0,1.0714285714285714,11.214285714285714
monkey.d.scraping,5,0.8,2.0,27.0
mvpeav,5,1.0,0.2,3.0
nabeelbaghoor,86,0.988,1.0465116279069768,1.2209302325581395
nahom.network,2,1.0,2.0,34.5
naive_zing,3,1.0,2.0,33.666666666666664
natalietdg,4,1.0,1.0,13.75
natanielsantos,28,0.857,10.178571428571429,16.892857142857142
nesora,2,1.0,0.5,1.5
nestled_echo,2,0.0,0.5,32.5
nick.i,4,1.0,1.0,2.75
nintendo424,7,1.0,0.42857142857142855,5.428571428571429
nondescript_cord,3,0.0,0.0,1.6666666666666667
notus_lab,2,1.0,1.0,45.0
noximilian,3,0.0,0.6666666666666666,4.666666666666667
obedient_bookcases,2,0.0,2.0,4.5
obsidian937,14,1.0,1.0714285714285714,4.428571428571429
ocrad,22,0.955,1.8636363636363635,18.09090909090909
om_kh,61,0.0,0.9508196721311475,18.229508196721312
ootssu,4,0.0,1.0,5.0
opalescent_game,2,1.0,1.0,5.5
opalescent_junior,2,0.5,2.0,6.5
opalescent_quintet,2,1.0,0.5,5.5
openfrontier_ai,5,0.8,0.4,18.2
opportunity-biz,7,0.143,2.5714285714285716,36.42857142857143
osmateus,15,0.0,0.9333333333333333,5.666666666666667
p6t_p10n,2,0.5,0.5,3.5
pagerka,9,0.0,1.1111111111111112,2.3333333333333335
pat1987,3,1.0,1.0,5.666666666666667
pegai,3,0.0,4.0,2.0
peghin,2,0.0,0.0,15.0
peppy_clasp,3,0.0,0.6666666666666666,3.0
perceptr0n,10,0.9,1.4,8.1
peroxo,3,1.0,1.0,11.333333333333334
pipelinelabs,4,0.5,471.5,51.0
pizani,6,0.167,2.1666666666666665,30.333333333333332
plantane,10,1.0,0.6,4.5
potatopeeler,2,0.5,0.5,31.0
primeparse,11,0.636,1.0,9.818181818181818
problemsolver,2,1.0,0.5,8.0
prophed,22,1.0,1.0,365.54545454545456
puce_yapper,5,0.0,0.8,1.0
pyralislabs,4,0.5,1.25,6.0
quarterly_lettuce,2,0.0,1.5,2.0
ramman,5,0.0,1.0,32.0
reclarative_kernel,4,1.0,0.75,12.25
reefapi,9,0.0,3.0,3.111111111111111
regdata,36,0.667,3.3055555555555554,22.916666666666668
relevate,5,1.0,1.0,3.8
rex-law,5,0.2,0.8,3.6
rodrigo91,2,0.0,1.0,10.5
rodrigo_pacelli,2,0.5,1.0,17.0
sajjadstack,2,0.0,1.0,8.5
samer-samaha,3,1.0,1.0,4.666666666666667
samwise.agency,25,1.0,0.96,6.6
satish5813,2,1.0,1.0,5.0
sauliusautomatesit,8,1.0,1.625,3.25
sbzh,7,0.286,8.142857142857142,76.71428571428571
scary_good_apis,2,1.0,21.0,66.5
schesds,9,0.889,4.0,20.0
scralab,5,0.8,0.8,9.6
scrapapi,17,0.0,1.5294117647058822,3.9411764705882355
scrapeai,129,0.155,1.186046511627907,4.627906976744186
scraped_org,2,0.0,1.0,6.5
scrapeflow,53,0.0,1.509433962264151,3.0377358490566038
scrapio,98,0.01,2.306122448979592,6.428571428571429
scrapping_god,17,1.0,1.0,6.9411764705882355
sebastian-actors,6,1.0,1.0,6.333333333333333
sentimentalpha,2,1.0,0.5,4.0
seoreport.dev,2,0.0,0.0,4.5
sercul,10,1.0,6.2,35.4
seymon,2,0.5,1.5,24.0
sgforce,5,1.0,1.8,8.2
shahabuddin38,11,0.364,0.7272727272727273,19.727272727272727
shane_reich,2,0.5,0.5,10.0
signalengine,11,1.0,8.454545454545455,5.0
silentshadow55,7,0.857,1.2857142857142858,6.0
silicatelabs,2,0.5,16.5,8.5
simpleapi,148,0.014,3.5337837837837838,7.135135135135135
sirmax,2,1.0,1.0,6.0
skyline_scrapers,9,0.333,3.7777777777777777,11.444444444444445
sleek_waveform,11,1.0,2.1818181818181817,49.0
slothtechlabs,7,1.0,21.142857142857142,23.571428571428573
smrtai-ops,3,0.333,3.0,20.0
soboljem,3,0.0,1.3333333333333333,7.0
solutionssmart,25,0.88,1.16,33.16
spbotdel,2,1.0,5.5,17.5
spookyweb,30,1.0,0.8333333333333334,12.633333333333333
spry_headset,2,1.0,1.5,6.0
sunny_spade,3,0.333,0.3333333333333333,15.0
tehsnarf,56,0.768,0.9821428571428571,1.9107142857142858
texmt,2,1.0,0.0,28.5
that_red_bird,40,1.0,0.975,2.7
thequietstack,2,1.0,1.5,7.5
tikitakaclaw,10,1.0,0.3,8.1
timber_comeback,2,0.0,1.5,8.5
tomba-io,15,0.0,1.3333333333333333,11.466666666666667
tonic_waterfall,2,0.0,1.5,39.0
trantus,3,0.667,12.0,11.0
tri_angle,34,0.618,88.94117647058823,40.529411764705884
tropical_prune,6,1.0,3.1666666666666665,19.0
trovevault,115,1.0,2.2869565217391306,10.078260869565218
troy_007,8,1.0,1.0,2.625
truenorthdata,5,0.4,0.6,9.2
tubelens,4,1.0,7.75,17.75
ultramarine_freezer,4,0.25,1.25,58.75
uplifted_novice_vbl,3,1.0,1.0,11.666666666666666
useful-tools,10,0.0,2.8,17.3
uxinfra,3,1.0,0.0,4.333333333333333
vanagha,3,0.0,0.0,3.0
variable_nose_u5u,5,0.6,1.2,3.2
vaunted,4,0.75,7.25,21.5
victorl90,2,0.5,1.0,68.5
vivid-softwares,7,0.429,2.857142857142857,19.857142857142858
vladimir_trifonov,3,1.0,1.0,3.6666666666666665
vortex_data,9,1.0,75.55555555555556,111.88888888888889
wafspaul,5,0.0,1.2,5.8
wakey7dev,41,0.244,0.8048780487804879,3.0
weezard,3,1.0,1.0,13.333333333333334
wheat_tourist,9,0.778,0.8888888888888888,14.222222222222221
wickfeed,5,1.0,1.6,12.8
wilcode,5,0.2,12.0,47.2
wishful_knowledge,13,1.0,0.8461538461538461,10.846153846153847
woolen_snake,7,0.857,0.7142857142857143,7.428571428571429
worldunboxer,2,1.0,599.5,203.5
worshipful_knife,4,0.0,4.25,17.5
yeoso,6,1.0,1.0,1.6666666666666667
yizheng,2,0.5,0.5,10.0
yohan.kim,9,0.889,0.6666666666666666,2.0
yoloshii,3,1.0,3.0,26.666666666666668
zaden,11,1.0,1.0,3.4545454545454546
zerobreak,60,0.167,9.0,8.566666666666666
zilicon,6,1.0,0.8333333333333334,4.666666666666667
zippy_vector,2,0.0,0.5,20.5
scrapeforge,11,1.0,74.0,18.272727272727273
scrapegoats,2,0.0,0.5,11.5
scrapemind,13,0.308,2.3846153846153846,28.53846153846154
scrapewizard,3,1.0,0.6666666666666666,4.666666666666667
213x,5,1.0,1.2,1.0
account56,2,0.0,1445.5,13.0
agentify,40,0.0,4.225,5.925
agrawalheyramb,2,0.0,0.0,23.0
ai-developer,2,0.0,2.5,23.5
alamr,2,1.0,1.0,3.0
alkausari_mujahid,16,0.75,4.875,28.25
alwaysprimedev,30,0.967,1.7666666666666666,7.733333333333333
amdcode,2,0.5,2.5,4.0
and_krm,3,0.333,0.6666666666666666,19.666666666666668
anshumanatrey,13,0.846,11.846153846153847,8.846153846153847
apify,124,0.387,1642.4354838709678,591.983870967742
apigeek,4,1.0,1.75,54.0
apiharvest,13,0.0,6.076923076923077,10.846153846153847
apihq,8,1.0,11.875,3.0
apilabs,9,0.0,2.3333333333333335,17.77777777777778
apricot_blackberry,56,0.982,1.3392857142857142,10.732142857142858
arman-bd,73,0.863,0.3698630136986301,7.0
aspen-technology-labs-inc,29,1.0,1.3448275862068966,13.10344827586207
audit-data-solutions,3,1.0,0.6666666666666666,50.0
automia-admin,10,1.0,0.9,2.4
autonova,4,0.0,1.75,1.0
ax_dev,2,0.0,1.0,2.5
b2b_leads,32,0.906,1.78125,7.125
babak,3,0.0,0.0,119.0
backhoe,8,0.0,3.75,8.75
bala-ceg,4,0.0,0.0,3.0
bareezh_codes,2,1.0,4.5,1.5
betterscrapers,5,1.0,1.0,1.6
bigboring,25,0.0,0.08,9.28
bitdoze,3,0.0,0.6666666666666666,2.6666666666666665
bkktor,2,1.0,1.0,11.0
black_magic,3,1.0,1.0,7.333333333333333
blackfalcondata,210,0.51,16.538095238095238,48.39523809523809
blubberstick,2,0.0,4.0,1.0
bluephantom,2,0.5,0.0,45.5
bovi,233,1.0,4.377682403433476,7.789699570815451
bucil,5,0.0,3.2,22.6
build_matrix,3,0.0,15.0,15.333333333333334
burbn,74,0.622,14.013513513513514,3.3513513513513513
burly_bat,8,0.75,1.125,2.375
c4m3r0n808,10,1.0,0.9,9.8
caprolok,26,0.269,10.923076923076923,59.88461538461539
charlieakan,8,0.125,0.75,3.0
cherubic_snipefish,3,1.0,1.0,20.0
chimerical_quicklime,112,1.0,0.8571428571428571,2.2410714285714284
clura,6,1.0,1.1666666666666667,5.666666666666667
coderx,8,1.0,111.0,104.25
coding-doctor-omar,4,1.0,0.75,18.5
compass,5,0.6,8897.0,2143.4
consistent_tradition,2,0.0,0.0,3.0
constant_hyssop,2,1.0,1.0,4.5
cool_ya,4,1.0,1.0,1.5
copious_atoll,43,1.0,0.7441860465116279,1.7209302325581395
corpusculus,2,0.0,1.0,22.0
craftbox,2,1.0,1.5,6.5
crawloop,142,0.986,1.1338028169014085,7.415492957746479
creativault,3,0.667,3.6666666666666665,11.0
creatormagic,3,0.0,1.3333333333333333,18.333333333333332
cunning_soil,3,0.667,39.666666666666664,16.666666666666668
cyprusapi,20,1.0,0.95,5.7
dainty_screw,30,0.0,1.0,24.333333333333332
danrizea,2,0.0,0.0,11.5
data2b,3,0.0,0.6666666666666666,22.666666666666668
data_direct,65,0.0,1.4461538461538461,7.184615384615385
dataengineered,4,1.0,0.75,2.75
datahyena,6,1.0,6.5,25.666666666666668
datalab-market,2,0.0,1.0,6.0
datascrapers,30,0.533,0.6,2.0
datavoid,5,1.0,10.0,18.0
david.lukac,4,0.0,0.5,2.5
deep_zinc,2,0.5,1.0,15.5
deloni,3,0.0,0.0,13.666666666666666
desearch,3,0.0,4.0,21.333333333333332
dev-sinior,5,1.0,2.8,9.6
dev00,110,1.0,3.0,3.109090909090909
devon_gtme,23,0.913,1.565217391304348,5.913043478260869
devsef,6,0.167,1.3333333333333333,1.6666666666666667
diarmuidr,2,0.0,2.5,91.0
digispruce,3,1.0,8.0,23.0
dirtycode,4,1.0,1.0,18.25
dogmatic_eyepiece,3,1.0,1.0,9.0
dondata,2,0.0,0.0,7.0
drobnikj,10,0.0,2.4,39.7
e-asakura,9,0.0,0.0,1.2222222222222223
eduair94,4,0.75,55.75,14.0
eesti,11,1.0,0.9090909090909091,3.0
eliai,80,1.0,1.7875,12.6125
embion,3,0.0,1.3333333333333333,37.0
eneiromatos,10,0.0,1.0,6.8
enosgb,8,0.0,2.5,6.375
