username,portfolio_size,agentic_share,avg_mu,avg_builds
enrich-stream,2,0.5,6.0,95.5
entranced_gelato,9,0.0,1.1111111111111112,8.444444444444445
erinle_sam,2,1.0,1.0,15.5
eusluer.eu,2,0.0,5.5,6.5
excavator,4,0.0,1.25,44.25
exquisite_network_w50,3,1.0,1.0,1.6666666666666667
extractmaster01,5,1.0,1.0,31.0
fabriken2026,8,0.875,0.875,1.625
fadiil,3,1.0,1.3333333333333333,9.0
fearless_sarinda-owner,3,1.0,1.0,1.3333333333333333
federico_pasqualini,2,0.0,0.5,20.0
feeng,12,1.0,0.6666666666666666,6.0
fetch_cat,258,1.0,2.604651162790698,14.86046511627907
fetchcraft,34,0.824,0.8823529411764706,7.5588235294117645
ficuslink,2,0.0,0.5,5.0
flash_scraper,43,0.953,1.7674418604651163,16.558139534883722
frabi,2,1.0,0.5,1.0
freshactors,12,1.0,2.1666666666666665,17.916666666666668
fulfilled_enchilada,6,0.167,1.0,2.0
futurafree,4,0.25,5.5,41.0
futurizerush,58,0.897,26.482758620689655,32.05172413793103
fuyuki0,3,1.0,1.0,6.0
gabrielaxy,8,0.0,0.5,6.75
gentle_cloud,36,0.111,8.88888888888889,20.88888888888889
germane_binoculars,2,0.5,0.0,29.0
getdataforme,1523,0.785,0.9514116874589625,5.14510833880499
getwally.net,2,1.0,23.5,33.0
glitchbound,57,1.0,1.1228070175438596,17.385964912280702
gp005,10,1.0,1.1,6.2
groundtruth,2,0.0,1.0,5.5
growth_wizard,2,1.0,1.0,49.5
guangyi,2,0.0,0.0,3.0
h4sh,6,0.5,3.6666666666666665,15.166666666666666
hanatsai,5,0.0,0.6,2.2
hanyuanchen08,3,1.0,1.0,2.6666666666666665
happyendpoint,10,1.0,3.1,10.5
happyfhantum,35,0.971,0.22857142857142856,6.371428571428571
harsh719,2,0.5,3.0,6.0
hermann_samimi,5,1.0,6.6,45.6
hermesexp,7,0.0,1.0,1.8571428571428572
hgservices,54,0.815,5.277777777777778,12.314814814814815
highbrow_fame,2,1.0,4.5,48.5
hitujino56,2,1.0,0.5,2.0
hoang_minh_quan,5,1.0,1.0,9.6
hoholabs,18,0.611,1.6111111111111112,12.0
hyperbach,11,1.0,8.272727272727273,18.0
imdeiviz,2,1.0,1.0,3.5
influship,7,1.0,9.285714285714286,10.0
ingeniela,2,0.0,4.0,6.0
inquisitive_magnolia,5,0.6,1.0,7.8
integrative_tangent,7,1.0,2.7142857142857144,12.142857142857142
intelligence.house,3,0.0,0.3333333333333333,1.0
ionbelei549,2,1.0,0.5,16.0
irreplaceable_zest,2,1.0,1.5,13.5
iskander,8,1.0,25.875,22.875
iskoren,4,1.0,0.75,3.25
isolovyev,11,0.0,3.272727272727273,28.363636363636363
jaafahmy,3,0.0,1.3333333333333333,6.0
jakedata,3,1.0,0.3333333333333333,7.333333333333333
jeweled_jockstrap,5,0.0,0.8,1.0
jiri.spilka,6,0.0,8.166666666666666,32.5
johnlenflure,15,0.0,0.9333333333333333,8.333333333333334
joseforo,2,0.0,0.5,5.0
junipr,251,0.924,0.9641434262948207,10.282868525896415
k0nkupa,19,1.0,0.9473684210526315,1.6842105263157894
kae3nn,2,0.0,0.0,13.5
kael_odin,2,0.0,3.5,6.5
kinaesthetic_millionaire,33,0.242,2.8484848484848486,4.636363636363637
kingii98,8,0.875,1.0,3.25
klondikeking,58,1.0,0.8275862068965517,4.293103448275862
knotless_cadence,32,0.0,0.875,8.4375
krawlify,6,0.333,3.0,2.5
kuromaro,5,0.6,0.4,3.2
lavender_whistle,10,1.0,1.0,2.3
leadforge412,2,0.5,1.5,10.5
leadproof,3,1.0,1.6666666666666667,9.333333333333334
leadstrategus,4,1.0,0.5,20.75
leandrocb88,3,1.0,1.6666666666666667,10.666666666666666
lhotanova,6,0.0,7.333333333333333,46.5
linkedintel-core,3,1.0,14.0,6.666666666666667
liul,4,0.5,1.5,9.0
lizaraco,13,1.0,1.8461538461538463,5.076923076923077
lokki,9,1.0,3.0,8.333333333333334
lurid_alley,2,0.5,0.5,4.5
m3web,39,0.436,0.9487179487179487,24.28205128205128
m_ctim,70,0.071,0.8857142857142857,1.5285714285714285
maarlon,4,1.0,0.75,8.0
malekh,21,1.0,1.0,4.904761904761905
maria.f,6,0.0,0.16666666666666666,2.0
mattdef,7,1.0,1.4285714285714286,2.7142857142857144
maxcopell,5,0.8,679.8,574.4
mbeato,5,0.0,0.2,1.2
mcdowell,7,0.0,1.0,16.0
mentat-logic,5,0.2,0.4,12.4
mikolabs,45,0.556,5.266666666666667,26.666666666666668
mindseter,2,0.0,0.5,38.5
monteva,2,0.5,1.0,9.5
mpg_agents,2,1.0,0.0,6.5
mrahil,3,0.0,1.0,4.666666666666667
mrjerry,3,0.0,1.3333333333333333,1.3333333333333333
mtnrabi,2,1.0,12.5,20.5
muddy_snowshoe,2,1.0,1.0,1.0
muhammadafzal,168,0.0,0.7619047619047619,8.93452380952381
mukedlii,9,1.0,0.4444444444444444,4.333333333333333
mukeshrana90,8,1.0,3.375,22.125
muscular_quadruplet,19,0.947,1.1578947368421053,5.2631578947368425
myro-e54de05da1,2,0.0,1.0,16.0
nazar,7,0.0,0.14285714285714285,2.2857142857142856
nick.cheng,3,1.0,1.0,11.666666666666666
nmanerikar,2,0.5,1.5,3.5
novel_virginiacreeper,2,1.0,0.5,6.5
novi,23,0.348,27.52173913043478,39.69565217391305
ntriqpro,47,0.617,12.170212765957446,7.914893617021277
omkar-cloud,5,0.8,3.0,6.2
opendata-labs,10,0.0,0.7,2.1
orkait,5,1.0,1.0,19.0
oussemafr,3,0.0,2.3333333333333335,152.0
overpowered,5,0.0,18.8,14.2
ovular_cappuccino,3,1.0,1.0,7.0
paco_nassa,3,1.0,3.3333333333333335,13.666666666666666
painless_tweet,3,0.0,0.3333333333333333,30.0
parvenu,3,1.0,36.666666666666664,15.333333333333334
paul-dev,3,1.0,0.0,5.0
paxiq,2,0.5,15.5,2.5
peak050423,17,0.0,1.8235294117647058,8.058823529411764
peakydev,6,0.833,176.5,123.5
pequod-labs,8,0.875,13.0,21.75
pimperp,2,0.0,8.5,38.0
pink_comic,139,1.0,1.8489208633093526,6.741007194244604
pintostudio,126,0.135,22.42063492063492,4.888888888888889
piotrv1001,214,0.822,5.070093457943925,3.7289719626168223
pocesar,18,0.0,1.9444444444444444,34.0
pramodkonde17,5,0.8,3.4,3.2
preservable_mocha,4,1.0,1.0,2.0
prodiger,32,0.906,6.0625,5.34375
programmx,4,1.0,1.25,15.0
project_bbb,3,0.0,0.3333333333333333,11.333333333333334
prolific_hoopoe,2,1.0,1.5,4.5
proscraper,7,0.429,1.8571428571428572,25.285714285714285
prospect_camel,2,0.5,0.5,19.0
pryzmlabs,2,1.0,8.0,17.5
pulsedata,7,1.0,1.0,3.142857142857143
punctual_understanding,2,1.0,1.0,1.5
quaking_pail,9,0.0,0.7777777777777778,52.666666666666664
quarterly_jingo,124,0.04,0.8145161290322581,1.0564516129032258
quietrelay,2,1.0,1.0,6.5
rakame,2,0.5,0.5,12.5
rdx1s,2,0.0,0.5,9.0
registryfeeds,12,0.417,0.5833333333333334,19.25
richigga,7,0.0,1.0,1.8571428571428572
salahboussettah,4,1.0,0.75,1.75
salmanrajz,4,0.25,1.75,15.25
samuel_fan,3,1.0,0.6666666666666666,32.333333333333336
sashaebashu,33,1.0,1.9696969696969697,14.090909090909092
sasky,12,1.0,9.166666666666666,60.666666666666664
satyamg_py,3,0.667,0.6666666666666666,2.6666666666666665
scrapedrift,33,0.0,2.515151515151515,1.121212121212121
scrapium,40,0.0,1.05,4.15
scrapper-master,3,0.0,0.0,3.6666666666666665
scrupulous_waterbird_m4w,20,0.0,1.0,3.0
searchapi,122,0.0,1.0737704918032787,3.5655737704918034
seibs.co,80,0.963,2.275,10.9125
selective_explorer,2,0.0,0.0,2.5
sentinel-moderation,2,0.0,0.0,10.5
serpdownloaders,77,0.0,1.5064935064935066,4.012987012987013
shiftyllama,5,1.0,0.6,5.6
signalflow,8,1.0,2.625,15.875
slash-scrape,5,0.0,1.8,29.6
smacient,12,0.667,9.0,22.833333333333332
solid-scraper,197,0.0,0.949238578680203,1.8172588832487309
solidnorthsmartsolutions,3,1.0,0.0,1.0
sophisticated_zythum,2,0.5,3.5,10.0
sourabhbgp,51,1.0,10.745098039215685,19.254901960784313
soyjb,2,0.0,1.5,12.5
spencers,2,0.0,1.0,15.5
srd836,4,1.0,0.75,7.75
stanvanrooy6,10,0.0,1.5,16.9
steadycrawl,2,1.0,1.0,3.5
styleindexamerica,80,0.0,0.65,9.4
successful_nonagon,2,0.0,0.0,26.0
supermiojo,19,0.0,0.3157894736842105,6.894736842105263
swerve,52,0.058,5.269230769230769,20.923076923076923
thedataloom,2,1.0,2.5,10.0
thepattyroller,10,0.0,0.9,1.5
thescrapelab,54,0.981,2.5555555555555554,39.05555555555556
thisismegant,4,0.0,1.5,9.5
tictechid,5,0.8,30.0,83.8
timely_algorithm,9,0.889,0.4444444444444444,1.3333333333333333
tinymind,2,0.5,1.0,2.0
toolzerhub,92,1.0,1.4456521739130435,9.608695652173912
transparent_meteorite,2,1.0,1.5,6.5
trudax,9,0.444,791.3333333333334,187.11111111111111
twittapi,5,0.0,0.6,7.4
tzmyk,4,0.0,1.0,1.75
unfenced-group,292,0.962,2.8493150684931505,48.69178082191781
unlimitedleadtestinbox,30,0.3,2.933333333333333,5.733333333333333
valev-lab,2,1.0,1.0,7.0
vernacular_reservoir,26,0.038,0.7307692307692307,2.3076923076923075
virtual-constructs,4,1.0,0.75,7.5
vistics,10,0.6,9.5,26.1
vivek_sukhadiya,3,0.0,0.6666666666666666,1.6666666666666667
vivid.travelogue,3,1.0,0.0,18.666666666666668
vkuprin,2,1.0,0.0,10.5
vladignatyev,10,1.0,0.8,2.6
vybe,45,0.0,0.8444444444444444,1.0
webdatalabs,32,0.906,10.53125,32.09375
webm,2,0.0,1.0,18.5
weiseer,3,1.0,1.0,2.3333333333333335
weltverbenzer,3,1.0,1.0,1.6666666666666667
werednalux,2,0.5,0.5,3.5
wfh_scout,8,1.0,1.125,1.625
whoareyouanas,11,1.0,45.45454545454545,13.363636363636363
wild_equipment,3,0.0,0.0,7.0
wingless_bulb_qcc,5,0.0,0.6,1.0
xavier_rx,6,1.0,0.8333333333333334,3.8333333333333335
xpoz,5,0.0,0.8,7.0
xqfech,7,1.0,1.0,3.4285714285714284
xquik,11,0.091,87.0909090909091,88.9090909090909
yabanana99,4,1.0,1.5,3.5
yifan897645,2,0.0,2.0,6.5
yogen48-owner,3,0.667,0.6666666666666666,9.333333333333334
zadexinho,17,0.471,2.6470588235294117,5.470588235294118
zenolvepro,17,0.941,0.8235294117647058,2.823529411764706
zhorex,36,0.944,16.88888888888889,20.5
zinc_grill,2,1.0,1.0,8.5
scrapeflux,34,0.0,1.0588235294117647,1.0
scrapeify,9,0.889,4.333333333333333,9.666666666666666
scrapelabmax,2,1.0,3.5,10.5
scraper_master,2,1.0,0.5,12.0
scrapers-hub,228,0.022,1.3991228070175439,9.179824561403509
scrapeunblocker,4,1.0,18.75,21.25
scrapier,147,0.0,3.258503401360544,7.374149659863946
scraping_crew,7,0.857,0.7142857142857143,22.714285714285715
10emmmm,2,0.5,0.0,17.0
6sigmag,14,1.0,14.071428571428571,12.642857142857142
abch_bramha,3,1.0,0.3333333333333333,7.0
abhi72,2,1.0,0.0,6.5
acia,6,1.0,0.8333333333333334,9.333333333333334
actorify,5,1.0,0.6,21.4
actually_good_at_this,2,1.0,0.0,11.5
addeus,8,1.0,2.625,78.0
adinfosys-labs,9,0.778,1.3333333333333333,37.333333333333336
adside,2,0.0,7.0,18.5
agentflow,7,1.0,7.0,2.857142857142857
ai-scraper-labs,4,0.25,0.25,37.25
aitooolsmax,2,0.5,11.0,7.0
akatsuki-eren,2,0.5,1.0,16.5
alien_force,18,0.056,9.166666666666666,18.5
alpha-scraper,133,0.008,1.255639097744361,17.278195488721803
amassuo,5,0.8,1.2,4.2
ambitious_silo,9,0.889,1.3333333333333333,8.444444444444445
ankitsharma_29,2,0.0,0.5,12.0
antonio_cesar,10,0.4,4.9,30.5
apibox,11,0.0,1.5454545454545454,6.0
apikiy,14,1.0,0.35714285714285715,21.785714285714285
appealing_jingle,7,0.714,2.2857142857142856,11.142857142857142
appkittie,5,0.4,1.2,8.2
architjn,12,0.917,8.416666666666666,5.416666666666667
arjun_code,2,1.0,1.5,5.0
arkayen-labs,2,1.0,1.0,7.0
astronomical_lizard,2,1.0,0.5,10.0
atha2026,2,0.0,0.0,1.0
atif176,3,0.0,0.3333333333333333,10.666666666666666
atomus,15,1.0,27.933333333333334,30.4
autodomme,2,0.0,0.5,9.0
automation-lab,819,0.979,12.072039072039072,8.748473748473748
ayeeyee,30,1.0,1.0333333333333334,13.4
ayk_6789,7,0.429,4.857142857142857,42.0
bares43,5,0.0,1.2,3.4
beautifulscrape,3,0.667,3.3333333333333335,7.333333333333333
beneficial_xanthophyta,2,0.0,1.0,150.0
berkaydev,8,0.625,1.625,20.25
bestscrapers,20,0.45,154.45,10.2
betterdevsscrape,3,1.0,26.666666666666668,64.66666666666667
bigjoecoding,2,0.0,0.0,2.5
bisketapis,3,1.0,1.0,5.333333333333333
black_rose,2,0.0,1.0,10.5
blue_puppy,2,0.5,2.5,11.0
bluefin,2,1.0,1.0,1.5
bohard,2,0.0,0.0,2.0
botflowtech,26,0.731,2.076923076923077,5.730769230769231
boztek-ltd,6,1.0,30.333333333333332,55.5
brasil-scrapers,14,0.214,1.0714285714285714,16.214285714285715
brasildados,41,0.024,2.4634146341463414,18.829268292682926
brazen_vanguard,2,1.0,1.5,58.5
brunofin,33,0.606,0.8787878787878788,2.1515151515151514
buff_pineapple,8,1.0,6.5,36.5
caffein.dev,5,0.6,106.8,36.2
chamarix,23,1.0,0.9565217391304348,9.043478260869565
chazee,2,1.0,2.0,7.0
chriskelch77,2,0.0,0.0,37.5
chronometrica,34,0.912,9.558823529411764,40.14705882352941
ciel_labs,2,0.0,1.5,1.5
city-in-the-sky,2,0.5,1.0,2.0
civicrows,3,1.0,1.0,5.666666666666667
claygenius,20,0.2,1.75,12.2
cloud9_ai,73,1.0,1.9863013698630136,6.726027397260274
cloudcharlestom,8,0.25,0.875,16.0
cockroachapi,2,0.5,10.0,15.0
cocoa_cherry,9,1.0,1.0,8.11111111111111
code_crafter,6,0.0,500.8333333333333,16.166666666666668
codeclouds,34,1.0,0.8823529411764706,6.852941176470588
codingfrontend,237,0.038,1.9578059071729959,6.7215189873417724
commonelements,2,1.0,2.5,3.0
conduit,11,0.091,0.8181818181818182,2.909090909090909
constructive_calm,28,1.0,8.964285714285714,14.392857142857142
consummate_joy,5,0.4,2.2,49.2
corvuslab,26,0.923,1.0384615384615385,8.307692307692308
cottony_brittlegill,3,1.0,1.0,6.0
creation,7,0.286,3.2857142857142856,29.0
credible_sandal,5,0.8,1.2,26.2
crimson_rock,2,0.0,1.5,29.0
crucial_binoculars,6,0.5,2.0,17.166666666666668
dakheera47,2,0.0,3.0,6.0
danielmachad,3,1.0,1.0,8.666666666666666
danng,14,0.143,1.0,9.785714285714286
data_api,127,1.0,0.889763779527559,2.7086614173228347
data_pool,3,0.667,3.0,16.0
datablow,9,0.222,4.0,25.444444444444443
datadoping,26,0.846,100.34615384615384,10.346153846153847
datakura,3,1.0,0.6666666666666666,3.0
datalayer,18,1.0,1.0,2.888888888888889
datamagnet,67,1.0,2.4029850746268657,7.656716417910448
datamule,102,1.0,0.696078431372549,1.9607843137254901
dataovercoffee,4,1.0,88.25,51.0
datapilot,110,0.018,1.0363636363636364,5.0
dataquarry,10,0.8,0.7,8.5
datascraperes,38,1.0,1.736842105263158,13.81578947368421
datasiphon,2,0.0,1.0,59.5
datavoyantlab,16,0.5,29.625,38.9375
datawell,10,1.0,1.1,3.8
david_flagg,7,0.143,0.42857142857142855,7.571428571428571
davidsharadbhatt,9,0.444,16.0,52.111111111111114
defenestrator,3,1.0,1.0,5.666666666666667
delectable_incubator,485,0.014,0.8412371134020619,1.9051546391752576
delicious_zebu,38,0.553,19.81578947368421,26.0
devaditya,2,1.0,0.0,12.5
dexterous_material,4,1.0,0.5,22.5
dominic-quaiser,12,0.417,5.083333333333333,39.5
don.eich,4,0.0,1.5,1.0
eager_cornet,4,1.0,0.25,19.75
easy_scraper,11,0.545,6.818181818181818,11.727272727272727
easyapi,492,0.152,8.558943089430894,10.552845528455284
ecomscrape,325,0.077,1.1446153846153846,4.8707692307692305
edgesignals,2,1.0,1.0,4.0
electrifying_haircut,3,1.0,5.333333333333333,49.333333333333336
elliotpadfield,10,1.0,1.5,4.4
ely_source,3,1.0,3.3333333333333335,8.666666666666666
extractify-labs,17,1.0,54.411764705882355,10.529411764705882
extractkit,5,1.0,0.8,4.2
exuberant_billboard,2,0.0,1.0,1.0
exuberant_volley,10,0.0,1.1,4.2
fabrikit,5,1.0,1.0,2.2
fascinating_lentil,50,0.9,1.6,14.82
felixgoldwin,3,1.0,0.6666666666666666,8.666666666666666
fetchclub,4,0.0,7.75,61.75
fetchcraftlabs,9,0.667,2.4444444444444446,8.777777777777779
fiery_dream,30,1.0,0.6,5.033333333333333
filip_cicvarek,7,0.286,9.285714285714286,61.57142857142857
fit_melon,50,0.04,0.94,2.46
floydyra,2,0.5,1.0,11.5
fortunate_favorite,2,1.0,0.5,14.0
forward_dinosaur,2,0.0,56.5,29.5
foxk1996,10,1.0,1.0,1.6
freshdata,18,0.5,119.05555555555556,13.11111111111111
friendlyapi,5,1.0,0.8,18.8
gastronomic_desk,3,0.667,0.3333333333333333,11.666666666666666
georgy.malanichev,6,0.667,1.3333333333333333,5.666666666666667
ghostgrid,18,0.056,0.8888888888888888,8.166666666666666
gio21,378,0.992,3.6560846560846563,3.886243386243386
goontilldawn,4,0.0,1.0,2.25
gordian,11,1.0,20.818181818181817,10.363636363636363
great_saint,7,0.857,1.5714285714285714,3.0
gtgyani206,10,1.0,6.3,11.6
gurify,6,1.0,0.8333333333333334,1.5
han-projects,4,1.0,5.5,15.0
harry.automazione,5,1.0,1.2,29.4
harvestedge,18,0.667,1.0,2.888888888888889
harvexa,2,1.0,1.5,17.0
heliotrope_partridge,2,0.0,0.5,1.0
hello.datawizards,166,0.867,1.3795180722891567,7.090361445783133
hexa-api,2,1.0,1.5,9.0
hidayat-ethum,2,0.0,1.0,17.0
hodayfaell,3,0.667,0.6666666666666666,8.666666666666666
hondzyk.suda,2,0.0,1.0,65.0
hospitable_easel,2,1.0,1.0,4.0
hung_pham_manh,4,0.5,0.5,6.5
hyperdata-labs,2,0.0,0.5,2.5
i-scraper,10,1.0,11.4,18.3
iammienta,5,0.0,1.0,3.0
ianymu,25,0.0,0.72,1.44
ib4ngz,13,0.0,1.8461538461538463,5.461538461538462
icypeas_official,3,0.0,43.333333333333336,32.0
imageaibot,3,1.0,6.333333333333333,33.0
industrious_emphasis,3,0.333,1.0,7.0
infinite_crow,3,0.667,1.0,5.0
infinity_and_beyond,5,0.0,1.6,6.0
inquisitive_sarangi,5,0.2,0.8,44.8
integrative_operative,2,0.0,0.0,31.5
intellisell.ai,2,1.0,1.0,16.0
iridiumsoftworks,2,1.0,1.0,6.0
isotonic,19,0.0,1.0526315789473684,2.6315789473684212
itayekk1,5,0.0,1.4,8.4
ivosandoval,8,1.0,0.75,4.125
jacksu,53,1.0,0.9811320754716981,1.9622641509433962
jamhimself,35,1.0,2.342857142857143,6.142857142857143
jan_kirchner,2,1.0,1.0,11.0
jchame,2,0.5,2.0,42.5
jdtpnjtp,25,1.0,5.16,12.76
jgdata,4,1.0,0.75,1.75
jobito,5,1.0,1.2,1.8
josrade,3,0.667,1.0,4.666666666666667
jowi,2,1.0,0.0,4.0
jp-data-engine,5,1.0,1.0,2.0
jprime,2,1.0,1.0,12.5
judicial_zircon,2,1.0,0.0,3.5
junglee,6,1.0,708.0,1389.6666666666667
justfeel,9,0.444,1.0,4.111111111111111
kaizu,2,1.0,2.0,6.0
kalirobot,7,0.857,3.857142857142857,34.285714285714285
kasimba,4,1.0,0.75,15.0
kazkn,18,0.722,9.722222222222221,60.77777777777778
kdatafactory,39,1.0,0.9487179487179487,4.0256410256410255
keen_doughnut,2,0.5,1.0,19.0
kingscraper,24,0.0,1.0416666666666667,11.625
klinzinger,2,1.0,0.0,3.5
kmiloaguilar,3,0.667,1.6666666666666667,17.0
knobby_wallpaper,3,1.0,1.0,12.666666666666666
knotless_balaclava,5,0.0,1.2,2.4
kuantum,8,0.75,0.5,11.625
latinamericadata,47,0.064,1.4680851063829787,6.148936170212766
lead.gen.labs,68,0.691,1.0294117647058822,14.205882352941176
lead_maker,2,0.5,1.5,17.0
leadercorp,4,1.0,15.75,19.25
leadharbor,7,0.286,2.857142857142857,2.2857142857142856
legaltech,29,1.0,4.344827586206897,8.0
lenient_grove,8,1.0,7.25,13.625
leopoldsaint,3,1.0,1.3333333333333333,5.0
lewxiangang,2,0.5,2.5,11.5
lisbuenas,5,0.6,1.6,7.4
listless_adzuki,5,0.2,0.2,4.2
lmfamao,2,1.0,1.5,10.0
logiover,340,0.988,3.179411764705882,16.358823529411765
lone_neutrino,3,0.0,2.0,4.333333333333333
loopwalker-owner,5,1.0,0.8,3.0
lucascode,6,0.0,0.8333333333333334,4.0
lucen_data,3,0.0,1.0,9.333333333333334
lukas.holona,2,0.0,0.5,8.0
luminar,3,1.0,0.6666666666666666,34.0
lxraa,5,1.0,1.0,3.6
m_mamaev,2,1.0,121.0,88.0
mai_amm,29,0.586,1.7241379310344827,16.551724137931036
makerechowu,3,0.0,0.3333333333333333,13.333333333333334
making-data-meaningful,61,0.033,1.278688524590164,12.049180327868852
mambalabs,36,0.944,2.5,16.72222222222222
mansalabs,3,1.0,0.6666666666666666,2.0
marcel-rbro,2,0.0,0.5,3.0
masked_hacker,10,1.0,2.0,1.5
matthewjames,5,0.0,2.2,80.4
maximedupre,328,1.0,4.277439024390244,22.015243902439025
maximus242,2,0.5,1.5,5.0
maydit,15,1.0,0.8666666666666667,3.6666666666666665
mayno,2,0.5,1.5,32.5
mdataset,2,0.5,3.0,5.0
meavisaai,2,0.5,6.5,12.5
miketheminer96,2,0.0,1.0,21.5
milburn-automations,3,0.0,0.0,9.0
mina_safwat,33,0.758,3.727272727272727,15.393939393939394
minako-ph,8,1.0,1.125,3.375
minty_modesty,4,1.0,1.0,3.25
misterkhan,7,1.0,6.857142857142857,22.857142857142858
modular_enrichment,2,1.0,1.0,1.0
molded_mountainpass,2,0.5,1.0,43.0
monema,16,1.0,0.625,4.125
monolithdread,2,1.0,1.0,3.0
moving_beacon-owner1,326,0.908,3.355828220858896,10.524539877300613
mrarcode,4,1.0,1.5,7.75
mshopik,323,0.0,0.9040247678018576,6.232198142414861
muhammetakkurtt,91,0.736,20.791208791208792,24.032967032967033
mumagdy,2,0.0,0.5,22.5
nanare-sudo,3,1.0,1.0,5.666666666666667
natasha.lekh,4,0.0,0.0,2.0
naz_here,2,0.0,0.5,41.5
netdesignr,8,1.0,2.0,36.25
neuton,100,0.99,1.06,4.04
nexcrawl,2,0.0,2.5,5.0
nimait,2,1.0,1.0,5.0
nocodeventure,24,0.708,2.5,23.625
notarobot,2,0.5,1.5,10.0
oday,2,1.0,19.5,11.5
oguzcankaraman,8,0.875,1.0,1.25
olympus,6,0.833,45.666666666666664,73.66666666666667
onetapstudio,5,0.0,3.6,3.8
oodoow,6,0.5,1.6666666666666667,33.333333333333336
orbitai,31,0.871,0.967741935483871,4.935483870967742
oski,5,1.0,2.6,4.6
pandaxpanther,4,1.0,1.0,3.25
panjan,4,0.25,1.25,11.0
parkero,5,0.0,1.0,1.2
pear_today,2,1.0,2.0,3.5
pentababy,2,1.0,1.0,1.5
petr.volf,8,0.0,1.0,5.625
petrpatek,5,0.0,0.8,34.6
phantom_coder,6,1.0,5.333333333333333,54.333333333333336
phoenix2810,34,0.294,1.0,1.5294117647058822
pimi_dev,4,1.0,0.75,5.0
piposlab,10,1.0,1.6,2.3
pixel_drafter,2,1.0,0.0,19.5
plastic_warrior,2,0.0,0.5,5.5
pohjastudio,5,1.0,1.0,2.4
powerai,308,0.438,5.113636363636363,4.12012987012987
pranayjsathish,2,0.0,1.5,5.0
pratikdani,49,0.918,31.653061224489797,11.040816326530612
prometheusagency,8,0.0,0.625,1.75
propertyapi,24,0.0,0.5,2.625
pure_matai,2,0.5,0.0,10.5
qaseemiqbal,23,1.0,1.608695652173913,10.695652173913043
quietparse,3,1.0,1.3333333333333333,5.666666666666667
rambunctious_fingerprint,22,0.0,1.0909090909090908,4.181818181818182
ramzi.slim201,2,0.0,0.5,21.5
rdan99848,9,1.0,1.6666666666666667,1.7777777777777777
readable_slash,3,1.0,1.0,13.0
redoubtable_bubble,5,0.0,3.0,48.4
replexa,2,1.0,1.0,10.0
rexreus,12,0.5,1.5833333333333333,18.75
riceman,5,0.6,56.2,47.0
riseandcode,4,1.0,14.5,24.5
rizh,2,0.5,1.0,21.0
robin.geekydev,6,1.0,1.0,2.5
room_js,6,1.0,1.3333333333333333,27.166666666666668
royal_xenomorph,2,0.5,0.0,6.5
rp_openpro.ai,11,0.909,7.090909090909091,22.09090909090909
ruturaj04,3,1.0,0.6666666666666666,8.0
s1syphus9,2,0.5,1.0,3.5
salem5077,3,0.667,1.3333333333333333,10.666666666666666
salesmart-srl,9,0.667,0.2222222222222222,43.888888888888886
samurai_hart,2,0.0,1.0,2.5
sandaliaapps,12,0.333,0.75,7.666666666666667
sassy_labs,3,1.0,1.3333333333333333,3.0
scalloped_scotspine,3,0.0,0.3333333333333333,9.666666666666666
schmarta,3,0.0,0.0,2.3333333333333335
scrape_flux,2,0.5,0.5,6.5
scrapecraft,2,1.0,2.5,9.0
scrapingmonkey,34,1.0,1.0,2.323529411764706
scryptex_labs,8,1.0,0.875,3.125
seashell_knighthood,2,0.0,1.0,14.0
sellez,2,0.0,1.0,8.5
serp.cheap.ofc,14,0.857,1.7857142857142858,8.428571428571429
shhh_lab,2,0.5,3.0,12.5
shipsatnight,4,0.75,1.0,4.0
shirant,2,0.0,0.5,39.5
sian.agency,256,0.996,10.71875,19.36328125
signalgrove,2,1.0,0.5,4.5
simple.actors,7,1.0,1.0,16.285714285714285
skipper_lume,11,1.0,2.272727272727273,14.090909090909092
skootle,40,1.0,1.65,10.425
skunkattack,2,0.5,1.5,24.5
sleeze22,3,0.0,0.6666666666666666,4.333333333333333
snapperwapper,20,0.0,1.0,2.85
solidcode,453,1.0,5.8322295805739515,8.22075055187638
sovanza.inc,30,0.3,1.7,55.733333333333334
spiders,2,0.0,0.0,13.0
splendorous_astrolabe_xs9,7,1.0,1.0,4.571428571428571
startuphub,14,0.0,1.0714285714285714,1.3571428571428572
straightforward_understanding,12,0.083,1.0,23.166666666666668
streaked_patty,2,0.0,0.5,1.0
surefetch,2,1.0,4.0,5.5
szoni,3,0.0,3.6666666666666665,2.6666666666666665
tagadanar,84,0.857,1.369047619047619,9.273809523809524
tatoxqui17,2,1.0,0.5,10.5
techforce.global,41,0.146,2.4146341463414633,20.390243902439025
tempting_finch,4,0.5,1.75,7.25
thejoshualab,2,0.0,0.0,26.5
themineworks,124,0.815,5.991935483870968,15.483870967741936
thenetaji,115,0.939,6.6695652173913045,12.895652173913044
thodor,16,1.0,9.6875,25.4375
timely_quarterstaff,10,1.0,0.9,6.5
timgreen,4,0.5,2.25,22.75
transcriptdl,10,0.0,1.0,6.8
trisert,9,0.778,1.0,18.22222222222222
tstark84,15,0.0,1.0666666666666667,1.0
ultimate,4,1.0,2.25,8.25
unicentrocucuta,8,0.875,1.0,3.75
user-jxqocdpplm4gwu5iz,2,0.0,0.0,4.5
vanheelsing,2,1.0,0.5,11.0
veridian-synthetics,2,1.0,0.0,5.0
